NSEcode,BSEcode,ISIN,full_name,industry_name,industry_id,sector_name,sector_id,TL_SCORE
GAYATRIBI,524564,INE052E01015,Gayatri BioOrganics Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,
PODDARMENT,524570,INE371C01013,Poddar Pigments Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,61.93916666666667225626952131278812885284423828125
PHARMAID,524572,INE117D01018,Pharmaids Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
VIVIDIND,524576,INE737C01023,Vivid Global Industries Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,
PRIYADYES,524580,INE686C01014,Priya Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
TIRUSTA,524582,INE314D01011,Tirupati Starch & Chemicals Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,26.57611111111111057425659964792430400848388671875
HEMORGANIC,524590,INE422G01015,Hemo Organic Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
JDORGOCHEM,524592,INE263B01022,Jaysynth Orgochem Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
ASHOKALCO,524594,INE994D01010,AeonX Digital Technology Ltd.,Consulting Services,28,Commercial Services & Supplies,25,67.247777777777770324973971582949161529541015625
AKSHARCHEM,524598,INE542B01011,AksharChem (India) Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,29.064443611111112630851494031958281993865966796875
SHIVMED,524602,INE875N01036,Bandaram Pharma Packtech Ltd.,Healthcare Services,52,Diversified Consumer Services,15,50.306944444444440023289644159376621246337890625
BERLDRG,524606,INE415H01017,Beryl Drugs Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
INDXTRA,524614,INE056E01024,IEL Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
ISTRNETWK,524622,INE532B01020,iStreet Network Ltd.,Internet & Catalogue Retail,65,Software & Services,1,
GAGAN,524624,INE076D01016,Gagan Gases Ltd.,Integrated Oil & Gas,64,Oil & Gas,12,
PARKERAC,524628,INE750B01010,Parker Agrochem Exports Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
RELISH,524632,INE551C01028,Shukra Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,55.5313880555555527962496853433549404144287109375
ALUFLUOR,524634,INE058F01019,Alufluoride Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,73.599999999999994315658113919198513031005859375
SSORGS,524636,INE102E01018,Oxygenta Pharmaceutical Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
ARCHITORG,524640,INE078I01011,Archit Organosys Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,58.19749916666666678111141663976013660430908203125
SIKOZY,524642,INE528E01022,Sikozy Realtors Ltd.,Realty,103,Realty,18,
INDOAMIN,524648,INE760F01028,Indo Amines Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,58.6283341666666757419079658575356006622314453125
NATCAPSUQ,524654,INE936B01015,Natural Capsules Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,36.16416583333333534255871200002729892730712890625
WELCURE,524661,INE331C01017,Welcure Drugs & Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
BIBCL,524663,INE994B01014,Bharat Immunological & Biologicals Corporation Ltd.,Biotechnology,12,Pharmaceuticals & Biotechnology,17,
BASANTGL,524687,INE473E01021,Basant Agro Tech (India) Ltd.,Fertilizers,42,Fertilizers,27,38.837500833333336913710809312760829925537109375
SANDUPHQ,524703,INE751D01014,Sandu Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,48.671388055555553364683873951435089111328125
NACLIND,524709,INE295D01020,NACL Industries Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,28.86472222222221972742772777564823627471923828125
TITANBIO,524717,INE150C01011,Titan Biotech Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,55.0288880555555550699864397756755352020263671875
SPANDIAQ,524727,INE004E01016,Span Divergent Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
JENBURPH,524731,INE354A01013,Jenburkt Pharmaceuticals Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,62.30749916666666621267722803167998790740966796875
FISCHER,524743,INE771F01025,Fischer Medical Ventures Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,
LINKPH,524748,INE302F01011,Link Pharma Chem Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,
COMBDRG,524752,INE643N01012,Decipher Labs Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,
EMMESSA,524768,INE634B01016,Emmessar Biotech & Nutrition Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,
NGLFINE,524774,INE887E01022,NGL Fine - Chem Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,60.4177777777777720302765374071896076202392578125
EVERESTO,524790,INE334C01029,Everest Organics Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,46.833888055555547680341987870633602142333984375
PHYTO,524808,INE037C01010,Phyto Chem (India) Ltd.,Agrochemicals,5,Chemicals & Petrochemicals,2,
DYNAMIND,524818,INE457C01010,Dynamic Industries Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
BDH,524828,INE278D01018,BDH Industries Ltd.,Pharmaceuticals,99,Pharmaceuticals & Biotechnology,17,54.72972305555555294631631113588809967041015625
JAUSPOL,526001,INE593O01017,Jauss Polymers Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
GLOBUSCON,526025,INE064L01015,Globus Power Generation Ltd.,Electric Utilities,39,Utilities,28,
POLYCHMP,526043,INE809B01014,Polymechplast Machines Ltd.,Industrial Machinery,62,General Industrials,24,
STELLANT,526071,INE395F01023,Stellant Securities (India) Ltd.,Other Financial Services,87,Banking and Finance,21,
GALXBRG,526073,INE020S01012,Galaxy Bearings Ltd.,Other Industrial Goods,89,General Industrials,24,47.38972305555555664113853708840906620025634765625
SCAGRO,526081,INE895E01017,SC Agrotech Ltd.,Packaged Foods,95,FMCG,7,
UNRYLMA,526113,INE602H01010,Uniroyal Marine Exports Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,
KARANWO,526115,INE327D01013,Manor Estates & Industries Ltd.,Realty,103,Realty,18,
SHERVANI,526117,INE011D01013,Shervani Industrial Syndicate Ltd.,Realty,103,Realty,18,53.1172230555555557884872541762888431549072265625
SUPERTEX,526133,INE881B01054,Super Tex Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
SHETRON,526137,INE278C01010,Shetron Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,65.928334166666672899737022817134857177734375
TRABI,526139,INE773D01018,Transgene Biotek Ltd.,Healthcare Services,52,Diversified Consumer Services,15,
MILTONPLAS,526143,INE343A01016,MPL Plastics Ltd.,Plastic Products,101,General Industrials,24,
NIKHILAD,526159,INE926C01022,Nikhil Adhesives Ltd.,Other Industrial Products,90,General Industrials,24,55.93249916666666621267722803167998790740966796875
SPENTA,526161,INE175C01018,Spenta International Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
MULTIBASE,526169,INE678F01014,Multibase India Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,59.625277777777768051237217150628566741943359375
ANDREWYU,526173,INE449C01025,Andrew Yule & Company Ltd.,Tea & Coffee,114,Food Beverages & Tobacco,4,34.63000083333333378732277196832001209259033203125
LUDLOWJUT,526179,INE983C01015,Ludlow Jute & Specialities Ltd.,Jute & Jute Products,74,Textiles Apparels & Accessories,8,43.3108333333333348491578362882137298583984375
TATIASKYLN,526187,INE293C01019,Ashram Online.com Ltd.,Specialty Retail,110,Retailing,6,
ROYALCUSHN,526193,INE618A01011,Royal Cushion Vinyl Products Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
NOGMIND,526195,INE552E01014,Neogem India Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,
BLOOM,526225,INE253C01013,Bloom Dekor Ltd.,Furniture-Furnishing-Paints,49,Diversified Consumer Services,15,
MORGAN,526237,INE902C01015,Morgan Ventures Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
AMRAPLIN,526241,INE762C01021,Amrapali Industries Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,62.18694527777777381061241612769663333892822265625
PREMEXPLN,526247,INE863B01029,Premier Explosives Ltd.,Other Industrial Products,90,General Industrials,24,63.71472138888888281371691846288740634918212890625
MIDEASTP,526251,INE033E01015,Mideast Portfolio Management Ltd.,Other Financial Services,87,Banking and Finance,21,
MOLDTECH,526263,INE835B01035,Mold-Tek Technologies Ltd.,Construction & Engineering,26,Cement and Construction ,26,48.263888055555554501552251167595386505126953125
CRSTCHM,526269,INE293N01016,Crestchem Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,
MEDINOV,526301,INE047C01019,Medinova Diagnostic Services Ltd.,Healthcare Services,52,Diversified Consumer Services,15,
DIVSHKT,526315,INE410G01010,Divyashakti Ltd.,Construction Materials,27,Cement and Construction ,26,46.4661119444444494774870690889656543731689453125
SHREYASI,526335,INE115F01017,Shreyas Intermediates Ltd.,Commodity Chemicals,22,Chemicals & Petrochemicals,2,
DUROPACK,526355,INE138B01018,Duropack Ltd.,Plastic Products,101,General Industrials,24,
SWARNSAR,526365,INE967A01012,Swarnsarita Jewels India Ltd.,Gems & Jewellery,135,Textiles Apparels & Accessories,8,63.9199991666666704759336425922811031341552734375
CINDHO,526373,INE908C01012,Cindrella Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
RPIL,526407,INE299D01022,Hampton Sky Realty Ltd.,Realty,103,Realty,18,55.0149991666666693390652653761208057403564453125
KKALPANAIND,526409,INE301C01028,Kkalpana lndustries (India) Ltd.,Plastic Products,101,General Industrials,24,55.30083416666667517347377724945545196533203125
OKPLA,526415,INE870B01024,OK Play India Ltd.,Gift Articles-Toys & Cards ,50,Retailing,6,48.69249916666667132858492550440132617950439453125
WELTI,526431,INE662D01013,Welterman International Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
ASMTEC,526433,INE867C01010,ASM Technologies Ltd.,IT Consulting & Software,70,Software & Services,1,32.6730547222222185155260376632213592529296875
PERFEPA,526435,INE759I01024,Perfectpac Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,67.59111027777777280789450742304325103759765625
VISIONCINE,526441,INE515B01025,Vision Cinemas Ltd.,Advertising & Media,3,Media,3,
DATASOFT,526443,INE072B01027,Artificial Electronics Intelligent Material Ltd.,IT Consulting & Software,70,Software & Services,1,
INDRANIB,526445,INE007C01021,Indrayani Biotech Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,39.83083333333333797554587363265454769134521484375
EUROLED,526468,INE940E01011,Euro Leder Fashions Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
WINSOMBR,526471,INE391C01011,Winsome Breweries Ltd.,Breweries & Distilleries,14,Food Beverages & Tobacco,4,
SAENTER,526477,INE118B01010,South Asian Enterprises Ltd.,Other Leisure Facilities,91,Diversified Consumer Services,15,
SKYIND,526479,INE765B01018,Sky Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,81.3949999999999960209606797434389591217041015625
PHOENXINTL,526481,INE245B01011,Phoenix International Ltd.,Footwear,47,Retailing,6,
NYLOFIL,526488,INE432N01010,Bhudevi Infra Projects Ltd.,Realty,103,Realty,18,
PRATIK,526490,INE206C01029,Pratik Panels Ltd.,Forest Products,48,Forest Materials,16,
RISHIROOP,526492,INE582D01013,Rishiroop Ltd.,Plastic Products,101,General Industrials,24,63.4080555555555491764607722871005535125732421875
PROMACT,526494,INE818D01011,Promact Impex Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
STRGRENWO,526500,INE398F01019,Sterling Greenwoods Ltd.,Realty,103,Realty,18,
DOLPHMED,526504,INE796B01013,Dolphin Medical Services Ltd.,Healthcare Services,52,Diversified Consumer Services,15,
SYSTMTXC,526506,INE356B01016,Systematix Corporate Services Ltd.,Capital Markets,126,Banking and Finance,21,70.04055638888888779547414742410182952880859375
SKSLOGLTD,526508,INE825D01016,Shahi Shipping Ltd.,Shipping,107,Transportation,9,
WWLEATH,526525,INE550D01010,Worldwide Aluminium Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
SFPIL,526532,INE716K01020,Square Four Projects India Ltd.,Realty,103,Realty,18,
SCANPGEOM,526544,INE967B01028,Scanpoint Geomatics Ltd.,Internet Software & Services,66,Software & Services,1,50.458888055555547680341987870633602142333984375
CHOKSILA,526546,INE493D01013,Choksi Laboratories Ltd.,Healthcare Services,52,Diversified Consumer Services,15,
SALGUTI,526554,INE159C01012,Salguti Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,
LONTE,526568,INE696E01019,Longview Tea Company Ltd.,Tea & Coffee,114,Food Beverages & Tobacco,4,
MIDWEST,526570,INE519N01014,Midwest Gold Ltd.,Mining,77,Metals & Mining,13,
ENTRINT,526574,INE439G01019,Enterprise International Ltd.,Distributors,35,Commercial Services & Supplies,25,
WIMPLAST,526586,INE015B01018,Wim Plast Ltd.,Plastic Products,101,General Industrials,24,68.678334166666672899737022817134857177734375
PHOTOQUP,526588,INE813B01016,Photoquip (India) Ltd.,Photographic Products,100,General Industrials,24,
LIPPISYS,526604,INE845B01018,Lippi Systems Ltd.,Other Industrial Products,90,General Industrials,24,
EXPOGAS,526614,INE561D01025,Expo Gas Containers Ltd.,Other Industrial Products,90,General Industrials,24,59.6619452777777752316978876478970050811767578125
NATPLAS,526616,INE233D01013,National Plastic Industries Ltd.,Plastic Products,101,General Industrials,24,54.06472305555555379896759404800832271575927734375
MFLINDIA,526622,INE244C01020,MFL India Ltd.,Transportation - Logistics,120,Transportation,9,
AJWAFUN,526628,INE863E01015,Ajwa Fun World & Resorts Ltd.,Other Leisure Facilities,91,Diversified Consumer Services,15,
RAYALEMA,526640,INE008C01011,Royale Manor Hotels And Industries Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
THAKDEV,526654,INE403F01017,Thakker's Developers Ltd.,Realty,103,Realty,18,
ARENTERP,526662,INE610C01014,Rajdarshan Industries Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
POLOHOT,526687,INE084C01012,Polo Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
ECOPLAST,526703,INE423D01010,Ecoplast Ltd.,Plastic Products,101,General Industrials,24,81.1991675000000014961187844164669513702392578125
ELEMARB,526705,INE095B01010,Elegant Marbles & Grani Industries Ltd.,Construction Materials,27,Cement and Construction ,26,53.54888805555555109094711951911449432373046875
BITS,526709,INE839A01021,BITS Ltd.,IT Software Products,72,Software & Services,1,
ADARSHPL,526711,INE627D01016,Adarsh Plant Protect Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
GOPALA,526717,INE136C01044,HCP Plastene Bulkpack Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,38.17500083333333549262533779256045818328857421875
NICCOPAR,526721,INE653C01022,Nicco Parks & Resorts Ltd.,Other Leisure Facilities,91,Diversified Consumer Services,15,44.513055555555553155500092543661594390869140625
NTCIND,526723,INE920C01017,NTC Industries Ltd.,Cigarettes-Tobacco Products,19,Food Beverages & Tobacco,4,57.137223055555551809447933919727802276611328125
GARNET,526727,INE797D01017,Garnet Construction Ltd.,Realty,103,Realty,18,
BRIGHTBROS,526731,INE630D01010,Bright Brothers Ltd.,Plastic Products,101,General Industrials,24,44.587500833333336913710809312760829925537109375
SHAWGELTIN,526739,INE869A01010,Narmada Gelatines Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,51.60638805555554853299327078275382518768310546875
PGFOILQ,526747,INE078D01012,P G Foils Ltd.,Aluminium and Aluminium Products,7,Metals & Mining,13,77.1263888888888828887502313591539859771728515625
GRATEXI,526751,INE915E01013,Gratex Industries Ltd.,Paper & Paper Products,96,Commercial Services & Supplies,25,
VELHO,526755,INE548D01014,Velan Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
HOWARHO,526761,INE931B01016,Howard Hotels Ltd.,Hotels,56,Hotels Restaurants & Tourism,30,
VALIANT,526775,INE760B01019,Valiant Communications Ltd.,Telecom Equipment,117,Telecommunications Equipment,22,59.76694527777777210530985030345618724822998046875
DRAGARWQ,526783,INE934C01018,Dr. Agarwal's Eye Hospital Ltd.,Healthcare Facilities,51,Diversified Consumer Services,15,60.1983341666666689206977025605738162994384765625
MHSGRMS,526795,INE007G01014,Mahasagar Travels Ltd.,Surface Transportation,113,Transportation,9,
UNQTYMI,526799,INE338N01019,Union Quality Plastics Ltd.,Containers & Packaging,30,Commercial Services & Supplies,25,
RAGHUNAT,526813,INE753B01014,Raghunath International Ltd.,Realty,103,Realty,18,
CHEVIOT,526817,INE974B01016,Cheviot Company Ltd.,Jute & Jute Products,74,Textiles Apparels & Accessories,8,59.6488880555555596174599486403167247772216796875
DAICHIKARK,526821,INE928C01010,Dai Ichi Karkaria Ltd.,Specialty Chemicals,109,Chemicals & Petrochemicals,2,53.5847230555555569253556313924491405487060546875
RAJINFRA,526823,INE016C01014,Rajeswari Infrastructure Ltd.,Realty,103,Realty,18,
SPICEISL,526827,INE882D01017,Spice Islands Industries Ltd.,Other Apparels & Accessories,85,Textiles Apparels & Accessories,8,
CONFIPET,526829,INE552D01024,Confidence Petroleum India Ltd.,Oil Marketing & Distribution,83,Oil & Gas,12,50.5363880555555482487761764787137508392333984375
SIPL,526839,INE413C01013,Shelter Infra Projects Ltd.,Construction & Engineering,26,Cement and Construction ,26,
ASHSI,526847,INE338C01012,Ashirwad Steels & Industries Ltd.,Iron & Steel/Interm.Products,68,Metals & Mining,13,
AREXMIS,526851,INE480H01011,Arex Industries Ltd.,Textiles,119,Textiles Apparels & Accessories,8,77.1666675000000026329871616326272487640380859375
BI,526853,INE986A01012,Bilcare Ltd.,Healthcare Supplies,53,Healthcare Equipment & Supplies,29,57.35611027777776627090133843012154102325439453125
ISFL,526859,INE973B01026,ISF Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
RISHILASE,526861,INE988D01012,Rishi Laser Ltd.,Industrial Machinery,62,General Industrials,24,73.9347213888888887822758988477289676666259765625
JAINCO,526865,INE966C01010,Jainco Projects (India) Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
INTECCAP,526871,INE017E01018,Intec Capital Ltd.,Finance (including NBFCs),44,Banking and Finance,21,
RAJGASES,526873,INE184D01026,Rajasthan Gases Ltd.,Oil Marketing & Distribution,83,Oil & Gas,12,
MKTCREAT,526891,INE944C01017,Market Creators Ltd.,Other Financial Services,87,Banking and Finance,21,
HIMIN,526899,INE552B01010,Himalaya Food International Ltd.,Other Food Products,88,Food Beverages & Tobacco,4,51.19888805555554966986164799891412258148193359375
SONALAD,526901,INE344I01017,Sonal Adhesives Ltd.,Other Industrial Products,90,General Industrials,24,
PADMAIND,526905,INE743D01011,Padmanabh Industries Ltd.,Commodity Trading  & Distribution,24,Commercial Services & Supplies,25,
21STCENMGM,526921,INE253B01015,Twentyfirst Century Management Services Ltd.,Other Financial Services,87,Banking and Finance,21,63.6066666666666691298814839683473110198974609375
